Path,HTTP Status,Title,H1,Canonical URL,Canonical Correct (www.entirefm.com),Meta Robots,Noindex Active,Placeholders Found,Provenance,Protected
/fm-client-info,200,"Fm Client Info | Facilities Management &amp; Engineering | Entire FM | Entire FM","Fm Client Info — Facilities Management &amp; Engineering",https://www.entirefm.com/fm-client-info,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/fm-bury,200,"Fm Bury | Facilities Management &amp; Engineering | Entire FM | Entire FM","Fm Bury — Facilities Management &amp; Engineering",https://www.entirefm.com/fm-bury,YES,noindex, nofollow,YES,NO,NEW_GROWTH,YES
/fm-chesterfield,200,"Fm Chesterfield | Facilities Management &amp; Engineering | Entire FM | Entire FM","Fm Chesterfield — Facilities Management &amp; Engineering",https://www.entirefm.com/fm-chesterfield,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/fm-bradford,200,"Fm Bradford | Facilities Management &amp; Engineering | Entire FM | Entire FM","Fm Bradford — Facilities Management &amp; Engineering",https://www.entirefm.com/fm-bradford,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/fm-liverpool,200,"Fm Liverpool | Facilities Management &amp; Engineering | Entire FM | Entire FM","Fm Liverpool — Facilities Management &amp; Engineering",https://www.entirefm.com/fm-liverpool,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/fm-lincoln,200,"Fm Lincoln | Facilities Management &amp; Engineering | Entire FM | Entire FM","Fm Lincoln — Facilities Management &amp; Engineering",https://www.entirefm.com/fm-lincoln,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/fm-doncaster,200,"Fm Doncaster | Facilities Management &amp; Engineering | Entire FM | Entire FM","Fm Doncaster — Facilities Management &amp; Engineering",https://www.entirefm.com/fm-doncaster,YES,noindex, nofollow,YES,NO,NEW_GROWTH,YES
/fm-leeds,200,"Fm Leeds | Facilities Management &amp; Engineering | Entire FM | Entire FM","Fm Leeds — Facilities Management &amp; Engineering",https://www.entirefm.com/fm-leeds,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/fm-grimsby,200,"Fm Grimsby | Facilities Management &amp; Engineering | Entire FM | Entire FM","Fm Grimsby — Facilities Management &amp; Engineering",https://www.entirefm.com/fm-grimsby,YES,noindex, nofollow,YES,NO,NEW_GROWTH,YES
/fm-oxford,200,"Fm Oxford | Facilities Management &amp; Engineering | Entire FM | Entire FM","Fm Oxford — Facilities Management &amp; Engineering",https://www.entirefm.com/fm-oxford,YES,noindex, nofollow,YES,NO,NEW_GROWTH,YES
/fm-matlock,200,"Fm Matlock | Facilities Management &amp; Engineering | Entire FM | Entire FM","Fm Matlock — Facilities Management &amp; Engineering",https://www.entirefm.com/fm-matlock,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/fm-nottingham,200,"Fm Nottingham | Facilities Management &amp; Engineering | Entire FM | Entire FM","Fm Nottingham — Facilities Management &amp; Engineering",https://www.entirefm.com/fm-nottingham,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/fm-london,200,"Fm London | Facilities Management &amp; Engineering | Entire FM | Entire FM","Fm London — Facilities Management &amp; Engineering",https://www.entirefm.com/fm-london,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/fm-manchester,200,"Fm Manchester | Facilities Management &amp; Engineering | Entire FM | Entire FM","Fm Manchester — Facilities Management &amp; Engineering",https://www.entirefm.com/fm-manchester,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/fm-supply-chain,200,"Fm Supply Chain | Facilities Management &amp; Engineering | Entire FM | Entire FM","Fm Supply Chain — Facilities Management &amp; Engineering",https://www.entirefm.com/fm-supply-chain,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/fm-rotherham,200,"Fm Rotherham | Facilities Management &amp; Engineering | Entire FM | Entire FM","Fm Rotherham — Facilities Management &amp; Engineering",https://www.entirefm.com/fm-rotherham,YES,noindex, nofollow,YES,NO,NEW_GROWTH,YES
/fm-preston,200,"Fm Preston | Facilities Management &amp; Engineering | Entire FM | Entire FM","Fm Preston — Facilities Management &amp; Engineering",https://www.entirefm.com/fm-preston,YES,noindex, nofollow,YES,NO,NEW_GROWTH,YES
/fm-services-sheffield,200,"Fm Services Sheffield | Facilities Management &amp; Engineering | Entire FM | Entire FM","Fm Services Sheffield — Facilities Management &amp; Engineering",https://www.entirefm.com/fm-services-sheffield,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/fm-sheffield,200,"Fm Sheffield | Facilities Management &amp; Engineering | Entire FM | Entire FM","Fm Sheffield — Facilities Management &amp; Engineering",https://www.entirefm.com/fm-sheffield,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/fm-telford,200,"Fm Telford | Facilities Management &amp; Engineering | Entire FM | Entire FM","Fm Telford — Facilities Management &amp; Engineering",https://www.entirefm.com/fm-telford,YES,noindex, nofollow,YES,NO,LEGACY_PROTECTED_BY_DIRECTIVE,YES
/fm-support-n-contact,200,"Fm Support N Contact | Facilities Management &amp; Engineering | Entire FM | Entire FM","Contact Entire Facilities Management",https://www.entirefm.com/fm-support-n-contact,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/fm-supply-form,200,"Fm Supply Form | Facilities Management &amp; Engineering | Entire FM | Entire FM","Fm Supply Form — Facilities Management &amp; Engineering",https://www.entirefm.com/fm-supply-form,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/fm-support-n-contact/facilities-management-glossary,200,"Fm Support N Contact/Facilities Management Glossary | Facilities Management &amp; Engineering | Entire FM | Entire FM","Fm Support N Contact/Facilities Management Glossary — Facilities Management &amp; Engineering",https://www.entirefm.com/fm-support-n-contact/facilities-management-glossary,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/fm-technical-services,200,"Fm Technical Services | Facilities Management &amp; Engineering | Entire FM | Entire FM","Fm Technical Services — Facilities Management &amp; Engineering",https://www.entirefm.com/fm-technical-services,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/hard-services,200,"Hard Services | Facilities Management &amp; Engineering | Entire FM | Entire FM","Hard Services — Facilities Management &amp; Engineering",https://www.entirefm.com/hard-services,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/grounds-maintenance,200,"Grounds Maintenance | Facilities Management &amp; Engineering | Entire FM | Entire FM","Grounds Maintenance — Facilities Management &amp; Engineering",https://www.entirefm.com/grounds-maintenance,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/grimsby-facilities-management,200,"Grimsby Facilities Management | Facilities Management &amp; Engineering | Entire FM | Entire FM","Grimsby Facilities Management — Facilities Management &amp; Engineering",https://www.entirefm.com/grimsby-facilities-management,YES,noindex, nofollow,YES,NO,NEW_GROWTH,YES
/fm-wigan,200,"Fm Wigan | Facilities Management &amp; Engineering | Entire FM | Entire FM","Fm Wigan — Facilities Management &amp; Engineering",https://www.entirefm.com/fm-wigan,YES,noindex, nofollow,YES,NO,NEW_GROWTH,YES
/gates-barriers,200,"Automated Gates &amp; Vehicle Barriers | Perimeter Access | Entire FM | Entire FM","Automated Gates  Barriers &amp; Perimeter Access Control",https://www.entirefm.com/gates-barriers,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/hotel-facilities-management,200,"Hotel &amp; Hospitality Facilities Management | Guest Experience FM | Entire FM | Entire FM","Hotel &amp; Hospitality Facilities Management",https://www.entirefm.com/hotel-facilities-management,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/hot-tub-relocation,200,"Commercial Spa &amp; Hot Tub Relocation Services | Entire FM | Entire FM","Commercial Spa &amp; Hot Tub Relocation Services",https://www.entirefm.com/hot-tub-relocation,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/helpdesk-registration,200,"Helpdesk Registration | Facilities Management &amp; Engineering | Entire FM | Entire FM","Helpdesk Registration — Facilities Management &amp; Engineering",https://www.entirefm.com/helpdesk-registration,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/healthcare-facilities-management,200,"Healthcare Facilities Management | Medical &amp; Clinic FM | Entire FM | Entire FM","Healthcare Facilities Management &amp; Clinical Estate Maintenance",https://www.entirefm.com/healthcare-facilities-management,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/helpdesk,200,"Helpdesk | Facilities Management &amp; Engineering | Entire FM | Entire FM","Helpdesk — Facilities Management &amp; Engineering",https://www.entirefm.com/helpdesk,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/industrial-cleaning-derby,200,"Industrial Cleaning Derby | Manufacturing Plant Cleaning | Entire FM | Entire FM","Industrial Cleaning &amp; Plant Decontamination in Derby",https://www.entirefm.com/industrial-cleaning-derby,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/industrial-cleaning-chesterfield,200,"Industrial Cleaning Chesterfield | Factory &amp; Workshop Cleaning | Entire FM | Entire FM","Industrial Cleaning &amp; Plant Decontamination in Chesterfield",https://www.entirefm.com/industrial-cleaning-chesterfield,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/hvac-contractor,200,"Commercial HVAC Contractor | Heating  Ventilation &amp; Air Conditioning | Entire FM | Entire FM","Commercial HVAC Contractor — Heating  Ventilation &amp; Air Conditioning",https://www.entirefm.com/hvac-contractor,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/industrial-cleaning,200,"Industrial Cleaning Contractors | Plant &amp; Warehouse Decontamination | Entire FM | Entire FM","Industrial Cleaning &amp; Factory Decontamination Services",https://www.entirefm.com/industrial-cleaning,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/industrial-cleaning-birmingham,200,"Industrial Cleaning Birmingham | Factory &amp; Plant Jet Wash | Entire FM | Entire FM","Industrial Cleaning &amp; Plant Decontamination in Birmingham",https://www.entirefm.com/industrial-cleaning-birmingham,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/industrial-cleaning-nottingham,200,"Industrial Cleaning Nottingham | Factory &amp; Warehouse Cleaning | Entire FM | Entire FM","Industrial Cleaning &amp; Plant Decontamination in Nottingham",https://www.entirefm.com/industrial-cleaning-nottingham,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/industrial-cleaning-manchester,200,"Industrial Cleaning Manchester | Manufacturing &amp; Warehouse Cleaning | Entire FM | Entire FM","Industrial Cleaning &amp; Plant Decontamination in Manchester",https://www.entirefm.com/industrial-cleaning-manchester,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/industrial-cleaning-lincoln,200,"Industrial Cleaning Lincoln | Engineering &amp; Workshop Cleaning | Entire FM | Entire FM","Industrial Cleaning &amp; Plant Decontamination in Lincoln",https://www.entirefm.com/industrial-cleaning-lincoln,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/industrial-cleaning-leeds,200,"Industrial Cleaning Leeds | Factory &amp; Logistics Cleaning | Entire FM | Entire FM","Industrial Cleaning &amp; Plant Decontamination in Leeds",https://www.entirefm.com/industrial-cleaning-leeds,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/industrial-cleaning-london,200,"Industrial Cleaning London | Industrial Unit &amp; Plant Cleaning | Entire FM | Entire FM","Industrial Cleaning &amp; Plant Decontamination in London",https://www.entirefm.com/industrial-cleaning-london,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/items,200,"Items | Facilities Management &amp; Engineering | Entire FM | Entire FM","Items — Facilities Management &amp; Engineering",https://www.entirefm.com/items,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/internal-cleaning,200,"Internal Cleaning | Facilities Management &amp; Engineering | Entire FM | Entire FM","Internal Cleaning — Facilities Management &amp; Engineering",https://www.entirefm.com/internal-cleaning,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/industrial-facilities-management,200,"Industrial Facilities Management | Factory &amp; Plant Maintenance | Entire FM | Entire FM","Industrial Facilities Management &amp; Manufacturing Plant Maintenance",https://www.entirefm.com/industrial-facilities-management,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/industrial-cleaning-sheffield,200,"Industrial Cleaning Sheffield | Steelworks &amp; Manufacturing Cleaning | Entire FM | Entire FM","Industrial Cleaning &amp; Plant Decontamination in Sheffield",https://www.entirefm.com/industrial-cleaning-sheffield,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/industrial-fm-lincoln,200,"Industrial FM Lincoln | Manufacturing &amp; Plant Maintenance | Entire FM | Entire FM","Industrial Facilities Management &amp; Factory Maintenance in Lincoln",https://www.entirefm.com/industrial-fm-lincoln,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/lincoln-facilities-management,200,"Lincoln Facilities Management | Facilities Management &amp; Engineering | Entire FM | Entire FM","Lincoln Facilities Management — Facilities Management &amp; Engineering",https://www.entirefm.com/lincoln-facilities-management,YES,noindex, nofollow,YES,NO,LEGACY_PROTECTED_BY_DIRECTIVE,YES
/leeds-facilities-management,200,"Leeds Facilities Management | Facilities Management &amp; Engineering | Entire FM | Entire FM","Leeds Facilities Management — Facilities Management &amp; Engineering",https://www.entirefm.com/leeds-facilities-management,YES,noindex, nofollow,YES,NO,LEGACY_PROTECTED_BY_DIRECTIVE,YES
/landmark-facilities-management,200,"Landmark Facilities Management | Facilities Management &amp; Engineering | Entire FM | Entire FM","Landmark Facilities Management — Facilities Management &amp; Engineering",https://www.entirefm.com/landmark-facilities-management,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/landscaping,200,"Landscaping | Facilities Management &amp; Engineering | Entire FM | Entire FM","Landscaping — Facilities Management &amp; Engineering",https://www.entirefm.com/landscaping,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/job-board,200,"Job Board | Facilities Management &amp; Engineering | Entire FM | Entire FM","Job Board — Facilities Management &amp; Engineering",https://www.entirefm.com/job-board,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/london-facilities-management-areas,200,"London Facilities Management Areas | Facilities Management &amp; Engineering | Entire FM | Entire FM","London Facilities Management Areas — Facilities Management &amp; Engineering",https://www.entirefm.com/london-facilities-management-areas,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/london-facilities-management,200,"London Facilities Management | Facilities Management &amp; Engineering | Entire FM | Entire FM","London Facilities Management — Facilities Management &amp; Engineering",https://www.entirefm.com/london-facilities-management,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/logistics-facilities-management,200,"Logistics Facilities Management | Distribution Centre FM | Entire FM | Entire FM","Logistics Park &amp; Distribution Centre Facilities Management",https://www.entirefm.com/logistics-facilities-management,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/liverpool-facilities-management,200,"Liverpool Facilities Management | Facilities Management &amp; Engineering | Entire FM | Entire FM","Liverpool Facilities Management — Facilities Management &amp; Engineering",https://www.entirefm.com/liverpool-facilities-management,YES,noindex, nofollow,YES,NO,LEGACY_PROTECTED_BY_DIRECTIVE,YES
/lincoln-facilities-management-areas,200,"Lincoln Facilities Management Areas | Facilities Management &amp; Engineering | Entire FM | Entire FM","Lincoln Facilities Management Areas — Facilities Management &amp; Engineering",https://www.entirefm.com/lincoln-facilities-management-areas,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/mechanical-electrical/access-control,200,"Mechanical Electrical/Access Control | Facilities Management &amp; Engineering | Entire FM | Entire FM","Mechanical Electrical/Access Control — Facilities Management &amp; Engineering",https://www.entirefm.com/mechanical-electrical/access-control,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/mechanical-electrical,200,"Mechanical &amp; Electrical Engineering Contractors | M&amp;E Services | Entire FM | Entire FM","Mechanical &amp; Electrical (M&amp;E) Engineering Contractors",https://www.entirefm.com/mechanical-electrical,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/manchester-facilities-managment,200,"Manchester Facilities Managment | Facilities Management &amp; Engineering | Entire FM | Entire FM","Manchester Facilities Managment — Facilities Management &amp; Engineering",https://www.entirefm.com/manchester-facilities-managment,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/manchester-facilities-management,200,"Manchester Facilities Management | Facilities Management &amp; Engineering | Entire FM | Entire FM","Manchester Facilities Management — Facilities Management &amp; Engineering",https://www.entirefm.com/manchester-facilities-management,YES,noindex, nofollow,YES,NO,LEGACY_PROTECTED_BY_DIRECTIVE,YES
/manchester-office-cleaning,200,"Office Cleaning Manchester | Commercial Specialist Services | Entire FM | Entire FM","Office Cleaning in Manchester &amp; Surrounding Districts",https://www.entirefm.com/manchester-office-cleaning,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/mobile-crane-hire/chesterfield,200,"Mobile Crane Hire/Chesterfield | Facilities Management &amp; Engineering | Entire FM | Entire FM","Mobile Crane Hire/Chesterfield — Facilities Management &amp; Engineering",https://www.entirefm.com/mobile-crane-hire/chesterfield,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/mechanical-electrical/emergency-light-testing,200,"Mechanical Electrical/Emergency Light Testing | Facilities Management &amp; Engineering | Entire FM | Entire FM","Mechanical Electrical/Emergency Light Testing — Facilities Management &amp; Engineering",https://www.entirefm.com/mechanical-electrical/emergency-light-testing,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/mobile-crane-hire,200,"Mobile Crane Hire | Facilities Management &amp; Engineering | Entire FM | Entire FM","Mobile Crane Hire — Facilities Management &amp; Engineering",https://www.entirefm.com/mobile-crane-hire,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/media-digital-displays,200,"Media Digital Displays | Facilities Management &amp; Engineering | Entire FM | Entire FM","Media Digital Displays — Facilities Management &amp; Engineering",https://www.entirefm.com/media-digital-displays,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/medical-cleaning,200,"Medical Cleaning | Facilities Management &amp; Engineering | Entire FM | Entire FM","Medical Cleaning — Facilities Management &amp; Engineering",https://www.entirefm.com/medical-cleaning,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/office-cleaning-lincoln,200,"Office Cleaning Lincoln | Commercial Specialist Services | Entire FM | Entire FM","Office Cleaning in Lincoln &amp; Surrounding Districts",https://www.entirefm.com/office-cleaning-lincoln,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/nottingham-facilities-management,200,"Nottingham Facilities Management | Facilities Management &amp; Engineering | Entire FM | Entire FM","Nottingham Facilities Management — Facilities Management &amp; Engineering",https://www.entirefm.com/nottingham-facilities-management,YES,noindex, nofollow,YES,NO,LEGACY_PROTECTED_BY_DIRECTIVE,YES
/office-cleaning,200,"Office Cleaning | Facilities Management &amp; Engineering | Entire FM | Entire FM","Office Cleaning — Facilities Management &amp; Engineering",https://www.entirefm.com/office-cleaning,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/mobile-crane-hire/sheffield,200,"Mobile Crane Hire/Sheffield | Facilities Management &amp; Engineering | Entire FM | Entire FM","Mobile Crane Hire/Sheffield — Facilities Management &amp; Engineering",https://www.entirefm.com/mobile-crane-hire/sheffield,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/mobile-crane-hire/truck-mount-crane-hire,200,"Mobile Crane Hire/Truck Mount Crane Hire | Facilities Management &amp; Engineering | Entire FM | Entire FM","Mobile Crane Hire/Truck Mount Crane Hire — Facilities Management &amp; Engineering",https://www.entirefm.com/mobile-crane-hire/truck-mount-crane-hire,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/post/facilities-management-in-different-sectors-similarities-differences-and-the-need-for-agility,200,"Post/Facilities Management In Different Sectors Similarities Differences And The Need For Agility | Facilities Management &amp; Engineering | Entire FM | Entire FM","Post/Facilities Management In Different Sectors Similarities Differences And The Need For Agility — Facilities Management &amp; Engineering",https://www.entirefm.com/post/facilities-management-in-different-sectors-similarities-differences-and-the-need-for-agility,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/portfolio,200,"Portfolio | Facilities Management &amp; Engineering | Entire FM | Entire FM","Portfolio — Facilities Management &amp; Engineering",https://www.entirefm.com/portfolio,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/oxford-facilities-management,200,"Oxford Facilities Management | Facilities Management &amp; Engineering | Entire FM | Entire FM","Oxford Facilities Management — Facilities Management &amp; Engineering",https://www.entirefm.com/oxford-facilities-management,YES,noindex, nofollow,YES,NO,NEW_GROWTH,YES
/plumbing-gas,200,"Commercial Plumbing &amp; Gas Services | Plant Room Maintenance | Entire FM | Entire FM","Commercial Plumbing &amp; Gas Engineering Services",https://www.entirefm.com/plumbing-gas,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/office-cleaning-london,200,"Office Cleaning London | Commercial Specialist Services | Entire FM | Entire FM","Office Cleaning in London &amp; Surrounding Districts",https://www.entirefm.com/office-cleaning-london,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/post/what-are-hard-services,200,"Post/What Are Hard Services | Facilities Management &amp; Engineering | Entire FM | Entire FM","Post/What Are Hard Services — Facilities Management &amp; Engineering",https://www.entirefm.com/post/what-are-hard-services,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/post/the-importance-of-regular-maintenance-and-inspections-1,200,"Post/The Importance Of Regular Maintenance And Inspections 1 | Facilities Management &amp; Engineering | Entire FM | Entire FM","Post/The Importance Of Regular Maintenance And Inspections 1 — Facilities Management &amp; Engineering",https://www.entirefm.com/post/the-importance-of-regular-maintenance-and-inspections-1,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/post/facilities-management-to-birmingham,200,"Post/Facilities Management To Birmingham | Facilities Management &amp; Engineering | Entire FM | Entire FM","Post/Facilities Management To Birmingham — Facilities Management &amp; Engineering",https://www.entirefm.com/post/facilities-management-to-birmingham,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/post/the-importance-of-regular-maintenance-and-inspections,200,"Post/The Importance Of Regular Maintenance And Inspections | Facilities Management &amp; Engineering | Entire FM | Entire FM","Post/The Importance Of Regular Maintenance And Inspections — Facilities Management &amp; Engineering",https://www.entirefm.com/post/the-importance-of-regular-maintenance-and-inspections,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/post/facilities-management-services-in-lincoln,200,"Post/Facilities Management Services In Lincoln | Facilities Management &amp; Engineering | Entire FM | Entire FM","Post/Facilities Management Services In Lincoln — Facilities Management &amp; Engineering",https://www.entirefm.com/post/facilities-management-services-in-lincoln,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/post/what-is-facilities-management-1,200,"Post/What Is Facilities Management 1 | Facilities Management &amp; Engineering | Entire FM | Entire FM","Post/What Is Facilities Management 1 — Facilities Management &amp; Engineering",https://www.entirefm.com/post/what-is-facilities-management-1,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/post/what-is-facilities-management-1-1,200,"Post/What Is Facilities Management 1 1 | Facilities Management &amp; Engineering | Entire FM | Entire FM","Post/What Is Facilities Management 1 1 — Facilities Management &amp; Engineering",https://www.entirefm.com/post/what-is-facilities-management-1-1,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/post/what-are-hard-services-in-facilities-management-1,200,"Post/What Are Hard Services In Facilities Management 1 | Facilities Management &amp; Engineering | Entire FM | Entire FM","Post/What Are Hard Services In Facilities Management 1 — Facilities Management &amp; Engineering",https://www.entirefm.com/post/what-are-hard-services-in-facilities-management-1,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/post/what-is-facilities-management,200,"Post/What Is Facilities Management | Facilities Management &amp; Engineering | Entire FM | Entire FM","Post/What Is Facilities Management — Facilities Management &amp; Engineering",https://www.entirefm.com/post/what-is-facilities-management,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/post/what-are-hard-services-in-facilities-management,200,"Post/What Are Hard Services In Facilities Management | Facilities Management &amp; Engineering | Entire FM | Entire FM","Post/What Are Hard Services In Facilities Management — Facilities Management &amp; Engineering",https://www.entirefm.com/post/what-are-hard-services-in-facilities-management,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/pressure-washing-lincoln,200,"Pressure Washing &amp; External Surface Care Lincoln | Commercial Specialist Services | Entire FM | Entire FM","Pressure Washing &amp; External Surface Care in Lincoln &amp; Surrounding Districts",https://www.entirefm.com/pressure-washing-lincoln,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/pressure-washing-london,200,"Pressure Washing &amp; External Surface Care London | Commercial Specialist Services | Entire FM | Entire FM","Pressure Washing &amp; External Surface Care in London &amp; Surrounding Districts",https://www.entirefm.com/pressure-washing-london,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/pressure-washing,200,"Pressure Washing | Facilities Management &amp; Engineering | Entire FM | Entire FM","Pressure Washing — Facilities Management &amp; Engineering",https://www.entirefm.com/pressure-washing,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/pressure-washing-birmingham,200,"Pressure Washing &amp; External Surface Care Birmingham | Commercial Specialist Services | Entire FM | Entire FM","Pressure Washing &amp; External Surface Care in Birmingham &amp; Surrounding Districts",https://www.entirefm.com/pressure-washing-birmingham,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/ppm,200,"Planned Preventative Maintenance (PPM) | Structured Building Care | Entire FM | Entire FM","Planned Preventative Maintenance (PPM) Contracts",https://www.entirefm.com/ppm,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/property-manager-fm-services,200,"Property Manager Facilities Management | Commercial Surveyors FM | Entire FM | Entire FM","Facilities Management for Property Managers &amp; Surveyors",https://www.entirefm.com/property-manager-fm-services,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/privacy-policy,200,"Privacy Policy | Entire FM | Entire FM","Privacy Policy",https://www.entirefm.com/privacy-policy,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/pressure-washing-manchester,200,"Pressure Washing &amp; External Surface Care Manchester | Commercial Specialist Services | Entire FM | Entire FM","Pressure Washing &amp; External Surface Care in Manchester &amp; Surrounding Districts",https://www.entirefm.com/pressure-washing-manchester,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/preston-facilities-management,200,"Preston Facilities Management | Facilities Management &amp; Engineering | Entire FM | Entire FM","Preston Facilities Management — Facilities Management &amp; Engineering",https://www.entirefm.com/preston-facilities-management,YES,noindex, nofollow,YES,NO,NEW_GROWTH,YES
/pressure-washing-sheffield,200,"Pressure Washing &amp; External Surface Care Sheffield | Commercial Specialist Services | Entire FM | Entire FM","Pressure Washing &amp; External Surface Care in Sheffield &amp; Surrounding Districts",https://www.entirefm.com/pressure-washing-sheffield,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/residential-fm-lincoln,200,"Residential FM Lincoln | Apartment &amp; Block Maintenance | Entire FM | Entire FM","Residential Block Facilities Management in Lincoln",https://www.entirefm.com/residential-fm-lincoln,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/reactive-cleaning-services,200,"Reactive Cleaning Services | Facilities Management &amp; Engineering | Entire FM | Entire FM","Reactive Cleaning Services — Facilities Management &amp; Engineering",https://www.entirefm.com/reactive-cleaning-services,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
/residential-cleaning,200,"Residential Block Cleaning | Communal Area Contract Cleaning | Entire FM | Entire FM","Residential Block Communal Area Contract Cleaning",https://www.entirefm.com/residential-cleaning,YES,noindex, nofollow,YES,NO,LEGACY_VERIFIED,YES
