DEPRECATED — DO NOT USE FOR IMPLEMENTATION
AUTHORITATIVE SOURCE: /config/route-registry.json
This file contains redirect instructions that violate the legacy URL preservation rule.
See /docs/seo-rebuild/ARCHITECTURE-CONFLICT-AUDIT.md for full conflict documentation.

source_generation,source_url,last_modified,http_status,page_category,page_type,intent_cluster,target_g3_url,redirect_action,priority,notes
G1,https://petercurrey.wixsite.com/efm-new/construction-facilities-management,2024-12-11,200,Sectors,sector,sector-fm,https://entirefm.com/sectors/construction,301,1,Construction FM
G1,https://petercurrey.wixsite.com/efm-new/logistics-facilities-management,2024-12-11,200,Sectors,sector,sector-fm,https://entirefm.com/sectors/logistics,301,1,Logistics FM sector
G1,https://petercurrey.wixsite.com/efm-new/restaurant-facilities-management,2024-12-11,200,Sectors,sector,sector-fm,https://entirefm.com/sectors/restaurant-hospitality,301,1,Restaurant / hospitality FM
G1,https://petercurrey.wixsite.com/efm-new/sport-centre-facilities-management,2024-12-11,200,Sectors,sector,sector-fm,https://entirefm.com/sectors/leisure,301,1,Sport centre / leisure FM
G1,https://petercurrey.wixsite.com/efm-new/airport-facilities-management,2024-12-11,200,Sectors,sector,sector-fm,https://entirefm.com/sectors/transport,301,1,Airport FM — part of transport sector
G2,https://petercurrey.wixstudio.com/efmsut17724/airport-facilities-management,2025-08-30,200,Sectors,sector,sector-fm,https://entirefm.com/sectors/transport,301,1,Airport FM
G2,https://petercurrey.wixstudio.com/efmsut17724/transport-facilities-management,2025-08-30,200,Sectors,sector,sector-fm,https://entirefm.com/sectors/transport,301,1,Transport FM — new in G2
G2,https://petercurrey.wixstudio.com/efmsut17724/warehouse-facilities-management,2025-08-30,200,Sectors,sector,sector-fm,https://entirefm.com/sectors/warehouse,301,1,Warehouse FM — new in G2
G2,https://petercurrey.wixstudio.com/efmsut17724/service-station-fm,2025-08-30,200,Sectors,sector,sector-fm,https://entirefm.com/sectors/service-station,301,2,Service station FM — niche sector
G1,https://petercurrey.wixsite.com/efm-new/service-station-fm,2024-12-11,200,Sectors,sector,sector-fm,https://entirefm.com/sectors/service-station,301,2,Service station FM
G2,https://petercurrey.wixstudio.com/efmsut17724/arena-facilities-management,2025-08-30,200,Sectors,sector,sector-fm,https://entirefm.com/sectors/arena-stadium,301,1,Arena / stadium FM
G1,https://petercurrey.wixsite.com/efm-new/arena-facilities-management,2024-12-11,200,Sectors,sector,sector-fm,https://entirefm.com/sectors/arena-stadium,301,1,Arena FM
G2,https://petercurrey.wixstudio.com/efmsut17724/landmark-facilities-management,2025-08-30,200,Sectors,sector,sector-fm,https://entirefm.com/sectors/landmark,301,2,Landmark buildings FM
G1,https://petercurrey.wixsite.com/efm-new/landmark-facilities-management,2024-12-11,200,Sectors,sector,sector-fm,https://entirefm.com/sectors/landmark,301,2,Landmark FM
G2,https://petercurrey.wixstudio.com/efmsut17724/tier-one-facilities-management,2025-08-30,200,Sectors,sector,sector-fm,https://entirefm.com/sectors/tier-one,301,2,Tier-one FM — enterprise sector
G1,https://petercurrey.wixsite.com/efm-new/tierone-facilities-managment,2024-12-11,200,Sectors,sector,sector-fm,https://entirefm.com/sectors/tier-one,301,2,Tier one FM (typo in URL)
G2,https://petercurrey.wixstudio.com/efmsut17724/facilities-management-for/restaurant-%26-hospitality-facilities-management,2024-11-18,200,Sectors,sector-dynamic,sector-fm,https://entirefm.com/sectors/restaurant-hospitality,301,1,Dynamic sector page
G2,https://petercurrey.wixstudio.com/efmsut17724/facilities-management-for/logistics-%26-distribution-facilities-management,2024-11-18,200,Sectors,sector-dynamic,sector-fm,https://entirefm.com/sectors/logistics,301,1,Dynamic sector page
G2,https://petercurrey.wixstudio.com/efmsut17724/facilities-management-for/managing-agent-facilities-management,2024-11-18,200,Sectors,sector-dynamic,sector-fm,https://entirefm.com/sectors/managing-agent,301,1,Managing agent FM — new niche
G2,https://petercurrey.wixstudio.com/efmsut17724/facilities-management-for/construction-facilities-management,2024-11-18,200,Sectors,sector-dynamic,sector-fm,https://entirefm.com/sectors/construction,301,1,Construction FM dynamic
G2,https://petercurrey.wixstudio.com/efmsut17724/facilities-management-for/healthcare-facilities-management,2024-11-18,200,Sectors,sector-dynamic,sector-fm,https://entirefm.com/sectors/healthcare,301,1,Healthcare FM dynamic
G2,https://petercurrey.wixstudio.com/efmsut17724/facilities-management-for/education-%26-schools-facilities-management,2024-11-18,200,Sectors,sector-dynamic,sector-fm,https://entirefm.com/sectors/education,301,1,Education FM dynamic
G2,https://petercurrey.wixstudio.com/efmsut17724/facilities-management-for/stadium-%26-arena-facilities-management,2024-11-18,200,Sectors,sector-dynamic,sector-fm,https://entirefm.com/sectors/arena-stadium,301,1,Stadium/arena dynamic
G2,https://petercurrey.wixstudio.com/efmsut17724/facilities-management-for/leisure-centre-facilities-management,2024-11-18,200,Sectors,sector-dynamic,sector-fm,https://entirefm.com/sectors/leisure,301,1,Leisure centre dynamic
G2,https://petercurrey.wixstudio.com/efmsut17724/facilities-management-for/sports-venue-facilities-management,2024-11-18,200,Sectors,sector-dynamic,sector-fm,https://entirefm.com/sectors/leisure,301,1,Sports venue — map to leisure
G2,https://petercurrey.wixstudio.com/efmsut17724/facilities-management-for/industrial-facilities-management,2024-11-18,200,Sectors,sector-dynamic,sector-fm,https://entirefm.com/sectors/industrial,301,1,Industrial FM dynamic
G2,https://petercurrey.wixstudio.com/efmsut17724/facilities-management-for/offices%2C-corporate-%26-co-working,2024-11-04,200,Sectors,sector-dynamic,sector-fm,https://entirefm.com/sectors/commercial,301,1,Offices/corporate/co-working — map to commercial
G2,https://petercurrey.wixstudio.com/efmsut17724/facilities-management-for/warehouse-%26-distribution,2024-11-04,200,Sectors,sector-dynamic,sector-fm,https://entirefm.com/sectors/warehouse,301,1,Warehouse & distribution dynamic
G2,https://petercurrey.wixstudio.com/efmsut17724/facilities-management-for/residential-facilities-management,2024-11-04,200,Sectors,sector-dynamic,sector-fm,https://entirefm.com/sectors/residential,301,1,Residential FM dynamic
G2,https://petercurrey.wixstudio.com/efmsut17724/facilities-management-for/retail-%26-shopping-centre-facilities-management,2024-11-04,200,Sectors,sector-dynamic,sector-fm,https://entirefm.com/sectors/retail,301,1,Retail/shopping centre dynamic
G2,https://petercurrey.wixstudio.com/efmsut17724/facilities-management-for/hotels-%26-resort-facilities-management,2024-11-04,200,Sectors,sector-dynamic,sector-fm,https://entirefm.com/sectors/hotel,301,1,Hotels/resorts dynamic
G1,https://petercurrey.wixsite.com/efm-new/about-entire-facilities-management,2024-12-11,200,About,about,brand,https://entirefm.com/about,301,1,About page
G2,https://petercurrey.wixstudio.com/efmsut17724/about-entire-facilities-management,2025-08-30,200,About,about,brand,https://entirefm.com/about,301,1,About page G2
G1,https://petercurrey.wixsite.com/efm-new/facilities-management-team,2024-12-11,200,About,team,brand,https://entirefm.com/about/team,301,2,Team page
G2,https://petercurrey.wixstudio.com/efmsut17724/facilities-management-team,2025-08-30,200,About,team,brand,https://entirefm.com/about/team,301,2,Team page G2
G1,https://petercurrey.wixsite.com/efm-new/portfolio,2024-12-11,200,About,portfolio,brand,https://entirefm.com/about/portfolio,301,2,Portfolio / case studies
G1,https://petercurrey.wixsite.com/efm-new/what-is-facilities-management,2024-12-11,200,Resources,educational,informational,https://entirefm.com/fm-intelligence/what-is-facilities-management,301,1,High-value informational keyword
G1,https://petercurrey.wixsite.com/efm-new/copy-of-what-is-facilities-manageme,2024-12-11,200,Resources,educational,informational,https://entirefm.com/fm-intelligence/what-is-facilities-management,301,3,Duplicate/copy page — redirect to canonical
G2,https://petercurrey.wixstudio.com/efmsut17724/fm-support-n-contact/facilities-management-glossary,2025-08-30,200,Resources,educational,informational,https://entirefm.com/fm-intelligence/glossary,301,1,FM Glossary — high-value resource
G1,https://petercurrey.wixsite.com/efm-new/fm-support-n-contact,2024-12-11,200,Support,contact,brand-navigation,https://entirefm.com/contact,301,1,Support & contact page
G2,https://petercurrey.wixstudio.com/efmsut17724/fm-support-n-contact,2025-08-30,200,Support,contact,brand-navigation,https://entirefm.com/contact,301,1,Support page G2
G1,https://petercurrey.wixsite.com/efm-new/24-7-fm-support,2024-12-11,200,Support,service,brand-navigation,https://entirefm.com/services/helpdesk,301,1,24/7 helpdesk — important service
G1,https://petercurrey.wixsite.com/efm-new/helpdesk,2024-12-11,200,Support,helpdesk,brand-navigation,https://entirefm.com/helpdesk,301,1,Helpdesk portal
G1,https://petercurrey.wixsite.com/efm-new/helpdesk-registration,2024-12-11,200,Support,registration,brand-navigation,https://entirefm.com/helpdesk/register,301,2,Helpdesk registration
G1,https://petercurrey.wixsite.com/efm-new/copy-of-helpdesk-registration,2024-12-11,200,Support,registration,brand-navigation,https://entirefm.com/helpdesk/register,301,3,Copy page — redirect to canonical
G1,https://petercurrey.wixsite.com/efm-new/fm-client-info,2024-12-11,200,Support,client-portal,brand-navigation,https://entirefm.com/client-login,301,2,Client info — redirect to login
G2,https://petercurrey.wixstudio.com/efmsut17724/client-login,2025-08-30,200,Support,client-portal,brand-navigation,https://entirefm.com/client-login,301,1,Client login portal
G2,https://petercurrey.wixstudio.com/efmsut17724/client-login/account-registration,2025-08-30,200,Support,registration,brand-navigation,https://entirefm.com/client-login/register,301,2,Client account registration
G2,https://petercurrey.wixstudio.com/efmsut17724/contact-us,2025-08-30,200,Support,contact,brand-navigation,https://entirefm.com/contact,301,1,Contact page G2
G1,https://petercurrey.wixsite.com/efm-new/best-facilities-management-company,2024-12-11,200,Brand,brand-landing,brand,https://entirefm.com/about,301,2,Brand-asserting page — redirect to about
G1,https://petercurrey.wixsite.com/efm-new/property-manager-fm-services,2024-12-11,200,Sectors,sector,sector-fm,https://entirefm.com/sectors/managing-agent,301,2,Property manager FM — managing agent
G1,https://petercurrey.wixsite.com/efm-new/facilities-management-offices,2024-12-11,200,Sectors,sector,sector-fm,https://entirefm.com/sectors/commercial,301,2,Offices FM — merge into commercial sector
G1,https://petercurrey.wixsite.com/efm-new/facilities-management-blog,2024-12-11,200,Resources,blog,informational,https://entirefm.com/blog,301,1,Blog redirect
G2,https://petercurrey.wixstudio.com/efmsut17724/blog,2025-08-30,200,Resources,blog,informational,https://entirefm.com/blog,301,1,Blog G2
G1,https://petercurrey.wixsite.com/efm-new/job-board,2024-12-11,200,Jobs,careers,brand,https://entirefm.com/careers,301,2,Job board / careers
G1,https://petercurrey.wixsite.com/efm-new/employment-portal,2024-12-11,200,Jobs,careers,brand,https://entirefm.com/careers,301,2,Employment portal
G1,https://petercurrey.wixsite.com/efm-new/fm-supply-form,2024-12-11,200,Support,supply-form,brand-navigation,https://entirefm.com/marketplace,301,2,Supply form — redirect to marketplace
G1,https://petercurrey.wixsite.com/efm-new/privacy-policy,2024-12-11,200,Legal,legal,brand,https://entirefm.com/privacy-policy,301,1,Privacy policy
G2,https://petercurrey.wixstudio.com/efmsut17724/privacy-policy,2025-08-30,200,Legal,legal,brand,https://entirefm.com/privacy-policy,301,1,Privacy policy G2
G2,https://petercurrey.wixstudio.com/efmsut17724/terms-and-conditions,2025-08-30,200,Legal,legal,brand,https://entirefm.com/terms,301,1,Terms & Conditions G2
G2,https://petercurrey.wixstudio.com/efmsut17724/accessibility-statement,2025-08-30,200,Legal,legal,brand,https://entirefm.com/accessibility,301,1,Accessibility statement G2
G1,https://petercurrey.wixsite.com/efm-new/items,2024-12-11,200,Other,unknown,unknown,https://entirefm.com/,301,3,Unknown page — redirect home
G1,https://petercurrey.wixsite.com/efm-new/copy-of-industrial-cleaning,2024-12-11,200,Services,duplicate,cleaning,https://entirefm.com/services/industrial-cleaning,301,3,Duplicate — redirect to canonical
